id,topic,quote,author,page,source_title,source_file
1588,SUFFERING,"I would like to make everyone understand the great grace that God, in His mercy, bestows when He sends suffering, especially suffering devoid of consolation. Then indeed the soul is purified like gold in the furnace; without knowing it, it becomes radiant and is set free to take flight to its Good.",Paul of the Cross,382,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1589,SUFFERING,"Those who suffer for the love of God help Jesus carry His cross, and if they persevere they will share His glory in heaven.",Paul of the Cross,382,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1590,SUFFERING,"Say always, “My beloved and despised Redeemer, how sweet it is to suffer for You.”",Alphonsus Liguori,382,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1591,SUFFERING,"There are people who make capital out of everything, even the winter. If it is cold, they offer their little sufferings to God.",John Vianney,382,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1592,SUFFERING,The crosses we meet on the road to heaven are like a fine stone bridge on which you can cross a river. Christians who don’t suffer cross this river on a shaky bridge that’s always in danger of giving way under their feet.,John Vianney,382,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1593,SUFFERING,"Once they’ve been transformed in the flames of love, crosses are like a bundle of hawthorn that you throw on the fire, and that the fire reduces to ashes. The hawthorn is thorny, but the ashes are soft. Hawthorn exudes balm and the cross exudes sweetness. But you’ve got to press the thorns in your hands and clasp the cross to your heart if you want them to distill the essence they contain.",John Vianney,382,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1594,SUFFERING,Can you expect to go to heaven for nothing? Did not our dear Savior track the whole way to it with His tears and blood? And yet you start at every little pain.,Elizabeth Ann Seton,382,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1595,SUFFERING,Suffering counts for more than work.,Anthony Mary Claret,383,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1596,SUFFERING,"As iron is fashioned by the fire and on an anvil, so in the fire of suffering and under the weight of trials, our souls receive the form that our Lord desires for them to have.",Madeleine Sophie Barat,383,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1597,SUFFERING,"Thank the good God for having visited you through suffering. If we knew the value of suffering, we would ask for it.",Brother Andre Bessette,383,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1598,SUFFERING,"In reference to our inability at times to find a meaningful pattern in God’s actions in our lives: We see the reverse side of the embroidery, because we are seated on a low stool.",Padre Pio Pietrelcina,383,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1599,SUFFERING,"God sometimes allows us to be in such a profound darkness that not a single star shines in our skies. The reason is that we must be reminded that we are on earth only to suffer, while following our gentle Savior along a dark and thorny path.",Charles de Foucauld,383,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1600,SUNDAY,"It would be the utmost folly for us to give up five and even six days to the business of this life, and yet not to devote so much as one day, or even one small part of a day, to spiritual things.",John Chrysostom,384,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1601,SUNDAY,"I entreat you, keep Sundays holy. Working on Sunday will not make you rich; on the contrary, you will bring down misfortunes on yourselves and your children.",Bernadette Soubirous,384,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1602,TALKATIVENESS,It’s better to keep quiet and be a real Christian than to chatter and not be one.,Ignatius of Antioch,385,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1603,TALKATIVENESS,"Don’t talk too much, not even with words that are wise; for even words that are wise, if they are too many, become wearisome.",Ephraem the Syrian,385,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1604,TALKATIVENESS,"Remarking on two monks who tended to say the first thing that came into their heads: Their house has no door. Whoever wants, goes into the stable and steals the donkey.",Antony the Great,385,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1605,TALKATIVENESS,"Why, you words, did I let you go out? I have often been penitent that I spoke, but never that I kept silent.",Arsenius the Great,385,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1606,TALKATIVENESS,How can we guard our heart if our tongue leaves the door of the fortress open? Sisois Let your words be few when in the midst of many.,Teresa of Avila,385,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1607,TALKATIVENESS,"If we say less than we should, it is easy to add; but having said too much, it is hard to take it away.",Francis de Sales,385,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1608,TALKATIVENESS,"The love of talk distracts all the powers of our soul from God, and fills them with earthly objects and impressions, like a vessel of water which cannot be clear and settled while you are continually stirring the earthy particles from the bottom.",Elizabeth Ann Seton,385,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1609,TALKATIVENESS,Speak little to creatures but speak much with God. He will make you truly wise.,Mary Mazarello,386,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1610,"TEACHERS, TEACHING","It is good to teach, if the one who teaches also acts.",Ignatius of Antioch,387,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1611,"TEACHERS, TEACHING","It is dangerous for a man to try teaching before he is trained in the good life. A man whose house is about to fall down may invite travelers inside to refresh them, but instead they are hurt in the collapse of the house. It is the same with teachers who have not carefully trained themselves in the good life: They ruin their hearers as well as themselves. Their mouth invites to salvation, their way of life leads to ruin.",Amma Syncletica,387,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1612,"TEACHERS, TEACHING","Don’t suppose that anyone really learns something from another human being. I can admonish you by the sound of my voice, but if there isn’t within you One who teaches, then my words are only meaningless noise. … The instruction that comes from others is a kind of help, a call for attention. But the One who truly teaches the heart teaches from heaven.",Augustine of Hippo,387,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1613,"TEACHERS, TEACHING","Teaching unsupported by grace may enter our ears, but it never reaches the heart. When God’s grace does touch our innermost minds to bring understanding, then His Word, which is received by the ear, can sink deep into the heart.",Isidore of Seville,387,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1614,"TEACHERS, TEACHING","All who undertake to teach must be endowed with deep love, the greatest patience and, most of all, profound humility. The Lord will find them worthy to become fellow workers with Him in the cause of truth.",Joseph of Calasanza,387,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1615,"TEACHERS, TEACHING","It is chiefly by asking questions and in provoking explanations that the master must open the mind of the pupil, make him work, and use his thinking powers, form his judgment, and make him find out for himself the answer.",Jean Baptiste de la Salle Jesus,387,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1616,"TEACHERS, TEACHING","Christ, in His infinite wisdom, used the words and idioms that were in use among those whom He addressed. You should do likewise.",Joseph Cafasso,387,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1617,TEMPTATION,"In your strife with the Devil, you have for spectators the angels and the Lord of angels.",Ephraem the Syrian,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1618,TEMPTATION,"To those who are just and upright, temptations become helps.",Ephraem the Syrian,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1619,TEMPTATION,"As the pilot of a vessel is tried in the storm; as the wrestler is tried in the ring; the soldier in the battle, and the hero in adversity: so is the Christian tried in temptation.",Basil the Great,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1620,TEMPTATION,"When we are tempted to utter a sinful word, or when we find ourselves being carried away by anger or some other such passion, let us reflect on what privileges we have been granted, what Spirit it is whose presence we enjoy, and this thought will check in us those unruly passions.",John Chrysostom,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1621,TEMPTATION,The Devil tempts so that he may ruin; God tempts so that He may crown.,Ambrose of Milan,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1622,TEMPTATION,"For the Devil does not seduce or influence anyone, unless he finds him ready in some part similar to himself. He finds him coveting something, and greed opens the door for the Devil’s suggestion to enter.",Augustine of Hippo,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1623,TEMPTATION,"The tempter, ever on the lookout, wages war most violently against those whom he sees most careful to avoid sin.",Pope Leo the Great,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1624,TEMPTATION,Close your ears to the whisperings of hell and bravely oppose its onslaughts.,Clare of Assisi,389,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1625,TEMPTATION,He did not say: You will not be troubled—you will not be tempted—you will not be distressed. But He said: You will not be overcome.,Julian of Norwich,390,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
1626,TEMPTATION,All the temptations of hell cannot stain a soul that does not love them.,Francis de Sales,390,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
